ANO,CO_MUNICIPIO,NO_MUNICIPIO,QTD_ALUNOS_INSE,MEDIA_INSE,TDI_ANOS_FINAIS,MEDIA_ALUNOS_TURMA_ANOS_FINAIS,PERC_ESCOLAS_BAIXA_REGULARIDADE_DOCENTE,PERC_ESCOLAS_MEDIA_BAIXA_REGULARIDADE_DOCENTE,PERC_ESCOLAS_MEDIA_ALTA_REGULARIDADE_DOCENTE,PERC_ESCOLAS_ALTA_REGULARIDADE_DOCENTE,TAXA_ABANDONO_ANOS_FINAIS
2023,3159803,Santa Vitória,502,5.0,5.9,28.3,0.0,61.5,38.5,0.0,0.4
2023,3145059,Nova Porteirinha,149,4.4455,5.8,18.3,20.0,40.0,40.0,0.0,0.7
2023,3160306,Santo Antônio do Jacinto,341,4.4232,17.4,26.6,0.0,50.0,50.0,0.0,3.5
2023,3171105,Veríssimo,74,5.0608,28.1,21.4,0.0,33.3,66.7,0.0,0.0
2023,3155306,Rio Manso,143,5.1018,12.2,19.8,0.0,50.0,50.0,0.0,0.8
2023,3155801,Rio Pomba,380,4.9894,20.8,33.1,0.0,16.7,66.7,16.6,2.3
2023,3156205,Rochedo de Minas,76,5.0385,23.4,19.6,0.0,100.0,0.0,0.0,2.2
2023,3156452,Rosário da Limeira,182,4.8344,10.9,20.6,0.0,50.0,50.0,0.0,0.0
2023,3146255,Padre Carvalho,208,4.4535,5.4,25.3,0.0,44.4,33.3,22.3,2.0
2023,3155702,Rio Piracicaba,404,5.1282,7.9,19.9,15.4,23.1,53.8,7.7,0.0
2023,3145802,Onça de Pitangui,72,4.9665,4.4,16.9,14.3,71.4,14.3,0.0,0.0
2023,3138302,Leandro Ferreira,98,5.0295,4.8,20.6,25.0,25.0,25.0,25.0,0.0
2023,3172103,Volta Grande,131,4.8042,14.7,21.7,33.3,50.0,16.7,0.0,0.0
2023,3139409,Manhuaçu,2327,5.017,9.8,29.2,5.7,25.7,55.7,12.9,2.4
2023,3171303,Viçosa,1535,5.1295,17.0,22.8,10.7,53.6,32.1,3.6,1.6
2023,3141405,Medina,554,4.5945,6.7,28.0,36.8,42.1,21.1,0.0,2.7
2023,3142205,Miraí,267,5.0408,11.9,26.0,11.1,66.7,22.2,0.0,2.5
2023,3154200,Resende Costa,325,5.3024,17.4,26.5,28.6,14.3,57.1,0.0,2.5
2023,3141603,Mercês,213,4.7938,15.2,27.6,14.3,0.0,71.4,14.3,5.1
2023,3158201,Santa Maria do Suaçuí,358,4.6649,3.9,18.2,6.3,37.5,37.5,18.7,2.4
2023,3153103,Presidente Bernardes,138,4.6695,5.5,21.1,20.0,30.0,50.0,0.0,0.7
2023,3154002,Raul Soares,652,4.7597,15.0,23.3,10.0,30.0,25.0,35.0,0.2
2023,3142700,Montalvânia,502,4.5143,8.6,19.4,14.3,23.8,47.6,14.3,1.1
2023,3158805,Santana do Jacaré,115,4.9005,6.9,21.6,0.0,33.3,66.7,0.0,1.1
2023,3170602,Vargem Bonita,76,4.9791,8.5,32.5,20.0,20.0,40.0,20.0,0.8
2023,3147105,Pará de Minas,2285,5.2409,6.7,25.1,0.0,38.8,55.1,6.1,1.2
2023,3170438,União de Minas,112,5.1505,25.0,26.7,0.0,66.7,33.3,0.0,3.2
2023,3145307,Novo Cruzeiro,1035,4.3557,13.3,22.4,27.3,48.5,24.2,0.0,1.7
2023,3158102,Santa Maria do Salto,127,4.4863,7.1,21.2,0.0,80.0,20.0,0.0,2.4
2023,3147808,Passa Vinte,54,5.1183,32.0,20.3,0.0,0.0,100.0,0.0,1.6
2023,3157278,Santa Bárbara do Monte Verde,90,4.8662,40.9,22.6,33.3,16.7,50.0,0.0,2.2
2023,3157401,Santa Cruz do Escalvado,106,4.9956,14.2,11.9,0.0,40.0,60.0,0.0,0.5
2023,3157336,Santa Cruz de Minas,133,5.0385,23.7,21.1,0.0,50.0,50.0,0.0,6.5
2023,3170107,Uberaba,7520,5.299,17.1,26.6,1.0,38.8,55.3,4.9,1.1
2023,3169307,Três Corações,1806,5.1951,11.0,28.7,14.3,57.1,25.0,3.6,2.9
2023,3143906,Muriaé,2714,5.0392,10.4,23.1,6.8,50.8,40.7,1.7,0.2
2023,3152006,Pompéu,909,4.9783,10.0,27.5,0.0,10.0,45.0,45.0,2.5
2023,3165206,São Tomé das Letras,187,4.7542,5.9,24.0,0.0,16.7,83.3,0.0,0.7
2023,3152131,Ponto Chique,99,4.4557,16.3,25.7,0.0,0.0,75.0,25.0,1.6
2023,3169208,Tombos,167,5.0091,15.2,23.4,25.0,0.0,37.5,37.5,0.0
2023,3149101,Pedralva,271,5.0391,6.3,33.0,37.5,37.5,25.0,0.0,0.0
2023,3144003,Mutum,665,4.6424,6.0,20.7,2.6,30.8,33.3,33.3,0.6
2023,3167103,Serro,600,4.5368,8.5,23.0,3.1,31.3,43.8,21.8,0.7
2023,3163409,São José do Goiabal,169,5.0778,13.8,29.7,0.0,0.0,66.7,33.3,0.0
2023,3168200,Tapiraí,41,4.971,8.6,10.1,0.0,0.0,100.0,0.0,0.0
2023,3149309,Pedro Leopoldo,1354,5.2711,6.5,26.3,10.3,33.3,51.3,5.1,0.2
2023,3168804,Tiradentes,134,5.1475,24.8,25.4,12.5,25.0,50.0,12.5,4.8
2023,3167202,Sete Lagoas,5111,5.1609,10.8,27.6,6.0,48.8,42.9,2.3,1.3
2023,3161403,São Francisco do Glória,121,4.7719,8.2,26.0,0.0,0.0,50.0,50.0,0.0
2023,3148202,Patrocínio do Muriaé,138,4.8066,11.5,27.3,33.3,33.3,33.4,0.0,2.3
2023,3144102,Muzambinho,634,5.2882,10.4,33.7,16.7,33.3,50.0,0.0,1.3
2023,3149804,Perdizes,550,5.255,12.2,27.7,7.7,30.8,61.5,0.0,0.5
2023,3149705,Perdigão,431,5.1844,7.8,30.9,0.0,16.7,66.7,16.6,1.3
2023,3143609,Morro da Garça,82,4.6489,8.5,14.9,33.3,33.3,33.4,0.0,0.7
2023,3165552,Setubinha,443,4.3028,12.1,20.4,29.4,47.1,23.5,0.0,2.1
2023,3143807,Munhoz,235,5.161,11.7,31.4,0.0,50.0,50.0,0.0,2.9
2023,3140001,Mariana,1526,5.218,18.5,18.7,2.8,41.7,52.8,2.7,2.5
2023,3140209,Maripá de Minas,100,5.2862,12.2,19.5,0.0,33.3,33.3,33.4,0.0
2023,3161502,São Geraldo,277,4.8983,6.1,26.1,16.7,50.0,33.3,0.0,0.7
2023,3143500,Morada Nova de Minas,229,5.1227,15.5,23.9,0.0,11.1,66.7,22.2,4.1
2023,3149408,Pedro Teixeira,39,4.6826,17.8,16.8,0.0,50.0,0.0,50.0,1.1
2023,3143450,Montezuma,263,4.4402,9.3,24.3,25.0,62.5,12.5,0.0,2.3
2023,3163003,São José da Safira,114,4.5525,18.3,22.1,0.0,20.0,80.0,0.0,4.9
2023,3161908,São Gonçalo do Rio Abaixo,454,5.2824,9.4,25.4,0.0,40.0,60.0,0.0,1.7
2023,3148301,Paula Cândido,254,4.7955,7.1,26.4,20.0,60.0,20.0,0.0,0.2
2023,3167509,Simão Pereira,53,4.8731,22.9,17.5,0.0,33.3,66.7,0.0,0.9
2023,3138203,Lavras,2029,5.3384,14.0,25.1,10.3,41.0,43.6,5.1,1.1
2023,3162252,São João da Lagoa,180,4.5569,17.0,22.1,0.0,0.0,75.0,25.0,1.6
2023,3162500,São João del Rei,1775,5.2508,16.5,23.9,2.8,33.3,58.3,5.6,1.4
2023,3140605,Materlândia,96,4.6505,10.7,20.1,0.0,16.7,66.7,16.6,0.4
2023,3138104,Lassance,226,4.5594,6.2,20.2,0.0,20.0,80.0,0.0,1.6
2023,3168408,Tarumirim,320,5.0276,7.6,19.7,4.5,54.5,27.3,13.7,2.3
2023,3140530,Martins Soares,226,4.8671,20.9,29.3,20.0,50.0,30.0,0.0,0.2
2023,3165800,Senador José Bento,39,5.1829,5.5,18.3,0.0,66.7,33.3,0.0,0.0
2023,3150406,Piedade dos Gerais,138,5.0969,25.2,31.8,16.7,66.7,16.6,0.0,3.5
2023,3166105,Senhora do Porto,95,4.418,17.7,24.0,0.0,40.0,60.0,0.0,2.1
2023,3165107,São Tomás de Aquino,205,5.1021,19.5,29.0,25.0,25.0,50.0,0.0,6.8
2023,3169802,Turvolândia,157,5.0934,10.8,28.8,0.0,33.3,66.7,0.0,4.1
2023,3144706,Nova Era,521,5.208,4.7,29.9,0.0,37.5,62.5,0.0,1.1
2023,3164704,São Sebastião do Paraíso,1757,5.3008,11.7,28.2,13.8,72.4,13.8,0.0,0.8
2023,3166303,Sericita,212,4.6555,10.4,28.8,0.0,28.6,71.4,0.0,2.7
2023,3140407,Marmelópolis,108,4.7148,5.0,23.0,0.0,0.0,25.0,75.0,0.0
2023,3165008,São Tiago,342,5.1018,8.5,29.0,0.0,0.0,87.5,12.5,2.1
2023,3152402,Poté,423,4.5207,11.2,22.4,28.6,21.4,50.0,0.0,2.1
2023,3160959,São Domingos das Dores,236,4.9112,12.8,25.2,0.0,0.0,33.3,66.7,0.5
2023,3161007,São Domingos do Prata,414,4.9575,4.4,27.1,30.8,46.2,23.0,0.0,0.5
2023,3149903,Perdões,506,5.2325,6.0,24.9,27.3,45.5,27.2,0.0,1.9
2023,3143005,Monte Belo,338,5.179,10.8,28.1,42.9,28.6,28.5,0.0,1.9
2023,3160900,São Brás do Suaçuí,159,5.5041,7.9,20.7,0.0,33.3,66.7,0.0,0.9
2023,3157302,Santa Bárbara do Tugúrio,129,4.9519,17.0,18.0,0.0,0.0,100.0,0.0,0.0
2023,3145703,Oliveira Fortes,45,4.783,1.2,20.5,0.0,33.3,0.0,66.7,0.0
2023,3155009,Rio Doce,83,5.2147,14.9,33.5,0.0,33.3,66.7,0.0,2.3
2023,3154606,Ribeirão das Neves,9134,5.1149,11.4,29.2,12.7,54.9,30.4,2.0,1.7
2023,3147204,Paraguaçu,482,5.2314,6.3,29.1,0.0,62.5,37.5,0.0,3.5
2023,3159506,Santa Rita do Itueto,142,4.7601,8.7,18.1,7.7,46.2,38.5,7.6,0.3
2023,3155108,Rio do Prado,164,4.5231,16.6,22.9,20.0,20.0,60.0,0.0,0.6
2023,3170578,Vargem Alegre,215,4.7037,15.0,29.6,0.0,0.0,100.0,0.0,1.9
2023,3172202,Wenceslau Braz,91,5.2044,8.5,23.7,0.0,33.3,66.7,0.0,0.0
2023,3160108,Santo Antônio do Grama,114,4.9081,16.8,23.8,0.0,0.0,100.0,0.0,0.5
2023,3139805,Mar de Espanha,304,5.1877,15.6,27.3,12.5,12.5,62.5,12.5,3.0
2023,3153301,Presidente Kubitschek,147,4.5184,2.8,30.9,0.0,33.3,66.7,0.0,0.0
2023,3157609,Santa Fé de Minas,102,4.6057,5.6,21.9,0.0,25.0,75.0,0.0,1.1
2023,3145505,Olímpio Noronha,75,4.948,36.1,15.5,0.0,50.0,0.0,50.0,2.5
2023,3154804,Rio Acima,207,5.1123,25.6,25.3,0.0,25.0,37.5,37.5,1.3
2023,3171600,Virgem da Lapa,294,4.6838,10.5,25.1,0.0,50.0,33.3,16.7,0.3
2023,3145372,Novorizonte,112,4.4943,4.8,22.8,0.0,50.0,40.0,10.0,2.2
2023,3139250,Mamonas,168,4.634,1.5,32.9,0.0,25.0,75.0,0.0,0.0
2023,3145877,Orizânia,166,4.7651,11.0,24.2,0.0,66.7,33.3,0.0,3.8
2023,3141801,Minas Novas,807,4.5717,6.5,20.3,25.6,39.5,25.6,9.3,0.8
2023,3137106,Lagamar,163,5.0097,8.1,18.6,0.0,57.1,42.9,0.0,1.2
2023,3156502,Rubelita,186,4.2184,4.6,23.8,0.0,60.0,40.0,0.0,0.6
2023,3137502,Lagoa Formosa,499,5.2978,11.3,27.7,54.5,9.1,36.4,0.0,4.0
2023,3171808,Virginópolis,299,5.0514,19.9,23.6,12.5,50.0,37.5,0.0,2.2
2023,3156304,Rodeiro,253,5.0568,18.4,29.3,0.0,0.0,66.7,33.3,1.0
2023,3141306,Medeiros,102,5.1718,5.4,16.9,0.0,40.0,40.0,20.0,1.0
2023,3142007,Mirabela,377,4.5272,5.9,21.7,0.0,40.0,50.0,10.0,1.8
2023,3156106,Ritápolis,133,5.1425,14.2,28.3,20.0,20.0,60.0,0.0,1.4
2023,3141900,Minduri,126,5.0502,22.1,23.8,0.0,0.0,100.0,0.0,0.0
2023,3146206,Ouro Verde de Minas,230,4.5523,13.0,23.0,0.0,30.0,50.0,20.0,3.5
2023,3146008,Ouro Fino,656,5.2584,5.5,28.6,11.8,64.7,23.5,0.0,0.8
2023,3156809,Sabinópolis,425,4.5663,9.5,25.7,20.0,40.0,40.0,0.0,0.9
2023,3156403,Romaria,98,5.5055,9.5,24.0,0.0,33.3,33.3,33.4,0.0
2023,3156007,Rio Vermelho,297,4.2624,16.8,22.5,21.1,52.6,26.3,0.0,1.6
2023,3156908,Sacramento,653,5.2472,16.5,24.2,0.0,30.8,69.2,0.0,2.0
2023,3154408,Ressaquinha,133,5.1202,6.0,20.8,0.0,33.3,50.0,16.7,0.0
2023,3172004,Visconde do Rio Branco,994,5.1163,13.8,30.6,12.0,52.0,28.0,8.0,1.7
2023,3142254,Miravânia,137,4.4614,8.7,15.8,0.0,40.0,60.0,0.0,1.9
2023,3154903,Rio Casca,321,4.9539,30.1,16.4,0.0,20.0,80.0,0.0,0.5
2023,3142304,Moeda,172,5.1245,22.9,29.3,0.0,0.0,100.0,0.0,3.1
2023,3141504,Mendes Pimentel,139,4.9093,5.1,17.0,0.0,33.3,66.7,0.0,0.0
2023,3155504,Rio Paranaíba,347,5.187,13.9,20.4,20.0,30.0,40.0,10.0,1.5
2023,3159605,Santa Rita do Sapucaí,959,5.3245,13.2,28.7,5.3,47.4,42.1,5.2,0.4
2023,3138351,Leme do Prado,151,4.7774,3.5,14.2,11.1,44.4,44.5,0.0,0.0
2023,3142809,Monte Alegre de Minas,414,5.1215,21.9,21.6,0.0,35.7,57.1,7.2,1.4
2023,3157005,Salinas,1204,4.6417,3.5,27.4,10.7,25.0,57.1,7.2,1.1
2023,3142403,Moema,195,5.3103,3.7,28.8,0.0,0.0,100.0,0.0,2.9
2023,3159704,Santa Rosa da Serra,112,5.0194,9.6,20.9,20.0,0.0,60.0,20.0,1.0
2023,3154150,Reduto,206,4.9313,14.1,28.9,33.3,44.4,22.3,0.0,3.3
2023,3154507,Riacho dos Machados,277,4.6156,4.0,17.8,0.0,33.3,55.6,11.1,0.2
2023,3138401,Leopoldina,1159,4.881,13.3,20.8,13.9,27.8,50.0,8.3,0.9
2023,3147006,Paracatu,2469,5.0721,11.4,25.3,20.8,41.5,37.7,0.0,1.2
2023,3170651,Vargem Grande do Rio Pardo,144,4.6917,4.9,30.9,50.0,33.3,16.7,0.0,0.0
2023,3158409,Santana de Cataguases,110,4.9913,5.5,25.1,0.0,33.3,66.7,0.0,1.6
2023,3141108,Matozinhos,967,5.1231,7.1,26.5,9.5,52.4,38.1,0.0,0.6
2023,3142601,Monsenhor Paulo,267,5.1606,6.2,23.2,0.0,33.3,33.3,33.4,0.3
2023,3170800,Várzea da Palma,897,4.8114,10.5,25.2,0.0,36.0,56.0,8.0,2.1
2023,3158953,Santana do Paraíso,819,5.1192,9.0,29.7,25.0,45.0,30.0,0.0,1.4
2023,3141207,Matutina,105,5.0654,8.9,16.0,0.0,20.0,60.0,20.0,4.4
2023,3145208,Nova Serrana,3497,5.0336,4.1,31.3,20.0,70.0,10.0,0.0,0.4
2023,3145109,Nova Resende,495,5.2791,6.9,31.0,0.0,18.2,72.7,9.1,2.6
2023,3171154,Vermelho Novo,213,4.8277,8.0,25.0,0.0,0.0,33.3,66.7,1.0
2023,3171030,Verdelândia,280,4.3369,3.2,20.2,6.7,66.7,20.0,6.6,0.2
2023,3158607,Santana do Deserto,111,4.9376,40.3,25.8,0.0,20.0,60.0,20.0,5.5
2023,3153806,Queluzito,46,4.9916,16.4,16.8,0.0,0.0,50.0,50.0,1.5
2023,3170750,Varjão de Minas,271,5.0725,9.8,31.2,0.0,50.0,50.0,0.0,2.6
2023,3159001,Santana do Riacho,167,5.112,6.4,22.3,0.0,50.0,33.3,16.7,0.3
2023,3153905,Raposos,408,5.362,17.8,30.3,0.0,45.5,54.5,0.0,0.5
2023,3171006,Vazante,539,5.2932,4.5,19.5,0.0,47.1,52.9,0.0,0.5
2023,3153509,Alto Jequitibá,182,4.9792,6.9,22.9,10.0,70.0,20.0,0.0,5.2
2023,3158003,Santa Maria de Itabira,339,4.9098,3.9,28.9,16.7,0.0,66.7,16.6,0.0
2023,3137809,Lambari,561,5.2346,8.2,28.7,16.7,58.3,25.0,0.0,0.9
2023,3159209,Santa Rita de Caldas,183,5.3139,5.1,25.4,0.0,0.0,71.4,28.6,0.6
2023,3159308,Santa Rita de Jacutinga,137,5.2208,16.7,20.0,0.0,20.0,60.0,20.0,0.0
2023,3147402,Paraopeba,698,5.0252,9.4,26.8,0.0,9.1,81.8,9.1,0.4
2023,3139508,Manhumirim,487,4.8624,17.4,23.8,15.4,46.2,38.4,0.0,2.8
2023,3147501,Passabém,57,5.1161,20.0,20.0,33.3,66.7,0.0,0.0,3.7
2023,3159357,Santa Rita de Minas,201,4.9338,14.8,30.4,0.0,25.0,75.0,0.0,1.5
2023,3142106,Miradouro,236,4.9499,10.8,15.0,16.7,41.7,33.3,8.3,2.0
2023,3141009,Mato Verde,349,4.6469,4.1,30.6,8.3,50.0,41.7,0.0,0.0
2023,3160009,Santo Antônio do Aventureiro,109,4.7776,8.2,19.6,0.0,33.3,66.7,0.0,1.0
2023,3152709,Prados,223,5.1425,18.0,27.1,33.3,50.0,0.0,16.7,0.8
2023,3145000,Nova Ponte,529,5.2243,7.7,21.7,0.0,25.0,62.5,12.5,0.1
2023,3157708,Santa Juliana,416,5.1929,15.2,36.9,0.0,57.1,42.9,0.0,7.0
2023,3157906,Santa Margarida,462,4.8191,16.7,27.2,4.8,4.8,61.9,28.5,4.8
2023,3170206,Uberlândia,16415,5.3583,17.3,29.5,3.1,39.3,54.5,3.1,1.3
2023,3146909,Papagaios,417,4.7952,9.7,26.6,0.0,9.1,36.4,54.5,3.6
2023,3139201,Malacacheta,565,4.5526,18.5,24.1,14.3,57.1,28.6,0.0,1.6
2023,3139102,Madre de Deus de Minas,135,5.228,5.5,34.4,0.0,0.0,100.0,0.0,0.0
2023,3146503,Pains,209,5.1941,4.0,26.1,0.0,40.0,40.0,20.0,0.6
2023,3160207,Santo Antônio do Itambé,151,4.2466,10.1,28.5,0.0,0.0,100.0,0.0,1.7
2023,3154705,Ribeirão Vermelho,96,5.189,10.4,19.3,0.0,25.0,75.0,0.0,0.6
2023,3149952,Periquito,217,5.067,15.8,21.6,0.0,22.2,77.8,0.0,0.8
2023,3153400,Presidente Olegário,447,5.0931,5.7,20.8,22.2,61.1,16.7,0.0,0.9
2023,3169901,Ubá,2484,5.111,14.2,27.4,21.4,52.4,26.2,0.0,0.4
2023,3160702,Santos Dumont,955,5.1042,11.9,25.1,2.8,36.1,55.6,5.5,0.8
2023,3157252,Santa Bárbara do Leste,223,4.8788,13.3,19.9,0.0,33.3,66.7,0.0,3.3
2023,3150158,Piedade de Caratinga,329,4.9892,16.6,31.4,0.0,50.0,50.0,0.0,1.8
2023,3143203,Monte Santo de Minas,529,5.1166,15.1,28.0,0.0,44.4,55.6,0.0,1.3
2023,3140506,Martinho Campos,469,5.1548,13.7,26.7,0.0,15.4,61.5,23.1,3.3
2023,3150109,Piau,63,4.8397,27.6,22.6,0.0,0.0,50.0,50.0,2.3
2023,3152303,Porto Firme,246,4.8203,6.5,27.7,50.0,25.0,25.0,0.0,1.4
2023,3164902,São Sebastião do Rio Verde,81,5.378,6.7,24.8,0.0,66.7,33.3,0.0,0.7
2023,3150000,Pescador,112,4.847,6.8,27.8,0.0,0.0,100.0,0.0,0.4
2023,3150604,Piracema,149,4.9751,10.6,21.5,0.0,20.0,80.0,0.0,0.7
2023,3152170,Ponto dos Volantes,440,4.4326,7.1,18.8,0.0,23.5,35.3,41.2,0.6
2023,3137601,Lagoa Santa,1552,5.3848,19.5,25.3,0.0,50.0,46.4,3.6,1.3
2023,3168606,Teófilo Otoni,3570,4.8433,21.0,27.3,9.6,43.6,40.4,6.4,2.0
2023,3138708,Luminárias,146,5.247,12.6,29.9,0.0,0.0,100.0,0.0,1.9
2023,3165560,Sem-Peixe,72,4.6693,9.1,24.8,0.0,0.0,75.0,25.0,0.0
2023,3166907,Serrania,239,4.946,12.9,31.0,0.0,0.0,100.0,0.0,1.9
2023,3165602,Senador Cortes,64,5.0761,17.8,16.9,0.0,60.0,40.0,0.0,0.7
2023,3169109,Toledo,226,5.2144,18.9,30.9,0.0,16.7,83.3,0.0,2.5
2023,3169059,Tocos do Moji,125,5.3852,9.8,15.3,0.0,0.0,80.0,20.0,0.0
2023,3148756,Pedra Bonita,231,4.8435,11.4,18.3,8.3,33.3,58.4,0.0,2.0
2023,3162609,São João do Oriente,241,4.9859,13.3,27.9,0.0,66.7,33.3,0.0,1.8
2023,3150570,Pintópolis,279,4.4237,9.1,24.7,0.0,28.6,57.1,14.3,2.4
2023,3166204,Senhora dos Remédios,265,4.7872,4.0,19.9,12.5,50.0,37.5,0.0,0.2
2023,3162450,São João das Missões,147,4.3759,21.5,12.6,0.0,6.3,56.3,37.4,4.9
2023,3166402,Seritinga,65,4.9917,12.1,22.8,0.0,50.0,50.0,0.0,0.0
2023,3151503,Piumhi,802,5.0927,6.5,34.4,30.0,55.0,15.0,0.0,1.1
2023,3162948,São José da Barra,236,5.3196,7.4,27.8,14.3,57.1,28.6,0.0,0.5
2023,3151107,Pirapetinga,225,4.9338,14.1,19.7,14.3,42.9,42.8,0.0,0.2
2023,3148400,Paulistas,171,4.5705,11.4,20.7,0.0,40.0,60.0,0.0,4.1
2023,3162104,São Gotardo,1111,5.0144,15.2,30.3,23.8,52.4,23.8,0.0,3.0
2023,3144375,Natalândia,126,4.7508,9.5,24.4,0.0,0.0,100.0,0.0,0.0
2023,3162559,São João do Manhuaçu,304,4.9911,11.1,20.5,0.0,42.9,57.1,0.0,3.9
2023,3162401,São João da Ponte,724,4.2998,14.7,21.1,9.7,38.7,48.4,3.2,1.4
2023,3140704,Mateus Leme,995,5.1801,18.0,33.3,6.7,46.7,46.6,0.0,0.8
2023,3161809,São Gonçalo do Pará,326,5.1368,4.1,29.7,0.0,44.4,55.6,0.0,0.0
2023,3167806,Soledade de Minas,159,5.1647,17.0,30.0,0.0,0.0,75.0,25.0,0.0
2023,3138658,Lontra,295,4.7063,9.8,22.6,14.3,14.3,42.9,28.5,0.5
2023,3138674,Luisburgo,189,4.9143,16.9,32.6,0.0,0.0,44.4,55.6,6.8
2023,3149002,Pedra Dourada,108,4.8827,9.5,16.9,0.0,0.0,100.0,0.0,1.7
2023,3162203,São João Batista do Glória,206,5.3151,6.3,29.3,25.0,0.0,75.0,0.0,1.2
2023,3164001,São Pedro dos Ferros,207,4.7008,18.4,24.0,0.0,85.7,14.3,0.0,1.9
2023,3162005,São Gonçalo do Sapucaí,690,5.0811,12.0,26.2,5.9,17.6,76.5,0.0,1.1
2023,3149200,Pedrinópolis,94,5.3945,18.3,21.9,25.0,0.0,75.0,0.0,0.0
2023,3137304,Lagoa dos Patos,120,4.6428,8.0,25.0,0.0,66.7,33.3,0.0,2.5
2023,3165701,Senador Firmino,258,5.0085,8.5,29.7,0.0,0.0,100.0,0.0,0.0
2023,3164506,São Sebastião do Maranhão,270,4.4989,2.9,22.4,22.2,33.3,33.3,11.2,1.8
2023,3169505,Tumiritinga,186,4.8393,8.2,20.9,0.0,75.0,25.0,0.0,0.3
2023,3164472,São Sebastião do Anta,179,4.866,10.0,18.2,0.0,33.3,66.7,0.0,0.0
2023,3164308,São Roque de Minas,181,5.1375,5.8,23.7,0.0,42.9,28.6,28.5,0.0
2023,3164431,São Sebastião da Vargem Alegre,97,5.0146,11.1,18.1,0.0,20.0,80.0,0.0,0.9
2023,3148103,Patrocínio,2487,5.2067,11.6,25.8,4.8,28.6,54.8,11.8,1.0
2023,3161205,São Francisco de Paula,166,4.9923,10.9,32.1,0.0,25.0,50.0,25.0,0.8
2023,3163706,São Lourenço,1015,5.1874,16.5,27.9,11.1,27.8,50.0,11.1,0.8
2023,3149507,Pequeri,87,5.1209,27.8,19.8,20.0,40.0,40.0,0.0,1.6
2023,3163904,São Pedro da União,167,5.1018,9.9,31.5,0.0,0.0,75.0,25.0,0.4
2023,3163607,São José do Mantimento,79,5.0242,10.6,22.4,0.0,14.3,85.7,0.0,0.6
2023,3163805,São Miguel do Anta,213,4.7515,13.7,24.7,0.0,60.0,40.0,0.0,0.0
2023,3151305,Piraúba,313,4.9688,17.8,23.0,0.0,42.9,42.9,14.2,2.9
2023,3167301,Silveirânia,79,5.0075,13.8,24.9,0.0,33.3,66.7,0.0,1.8
2023,3163300,São José do Divino,127,4.8428,13.2,29.4,0.0,33.3,66.7,0.0,2.2
2023,3163102,São José da Varginha,116,5.0091,9.3,29.6,12.5,25.0,37.5,25.0,0.9
2023,3162906,São João Nepomuceno,473,5.0197,22.2,23.5,17.4,34.8,30.4,17.4,1.5
2023,3137908,Lamim,102,4.8081,7.8,25.5,0.0,71.4,14.3,14.3,1.0
2023,3167707,Sobrália,117,5.0215,9.6,16.9,0.0,50.0,50.0,0.0,1.1
2023,3162807,São João Evangelista,621,4.8669,7.9,21.9,0.0,46.2,53.8,0.0,0.5
2023,3151404,Pitangui,728,5.1417,8.6,24.1,29.4,17.6,53.0,0.0,1.2
2023,3148806,Pedra do Anta,82,4.6281,27.1,20.6,0.0,0.0,100.0,0.0,2.2
2023,3137536,Lagoa Grande,261,4.9958,8.5,30.5,0.0,0.0,100.0,0.0,0.5
2023,3162575,São João do Manteninha,126,5.0239,7.1,25.6,0.0,40.0,60.0,0.0,2.5
2023,3140100,Marilac,138,4.7697,13.6,29.5,0.0,33.3,66.7,0.0,0.5
2023,3151206,Pirapora,1503,4.9553,12.3,29.0,0.0,24.2,48.5,27.3,1.7
2023,3151008,Piranguinho,270,5.1814,11.3,31.1,0.0,28.6,42.9,28.5,2.2
2023,3140555,Mata Verde,296,4.463,19.7,25.1,0.0,60.0,20.0,20.0,1.9
2023,3167004,Serranos,55,4.8021,14.9,17.4,0.0,0.0,100.0,0.0,1.2
2023,3148707,Pedra Azul,662,4.6069,9.9,30.2,6.3,68.8,18.8,6.1,1.3
2023,3166956,Serranópolis de Minas,131,4.4006,6.0,18.8,28.6,42.9,28.5,0.0,1.8
2023,3144300,Nanuque,903,4.822,18.8,26.1,4.3,34.8,60.9,0.0,1.8
2023,3168309,Taquaraçu de Minas,115,5.0799,4.0,27.7,0.0,0.0,100.0,0.0,0.0
2023,3150703,Pirajuba,209,5.0827,16.3,29.0,0.0,0.0,100.0,0.0,1.9
2023,3166600,Serra da Saudade,14,5.3971,10.7,7.0,0.0,0.0,100.0,0.0,0.0
2023,3162922,São Joaquim de Bicas,977,5.1054,17.1,26.2,14.3,35.7,50.0,0.0,0.8
2023,3144359,Naque,238,5.0145,4.9,25.6,0.0,0.0,66.7,33.3,0.7
2023,3144508,Nazareno,253,4.9512,5.4,25.9,0.0,0.0,33.3,66.7,1.8
2023,3151701,Poço Fundo,365,5.2086,4.5,26.6,11.1,44.4,44.5,0.0,0.6
2023,3148608,Peçanha,359,4.4343,3.5,19.1,0.0,8.3,91.7,0.0,0.4
2023,3140803,Matias Barbosa,314,5.1003,21.4,30.0,0.0,0.0,100.0,0.0,1.6
2023,3168903,Tiros,219,5.3351,13.5,29.7,16.7,33.3,33.3,16.7,7.3
2023,3169000,Tocantins,363,5.0114,8.6,32.5,0.0,25.0,75.0,0.0,0.5
2023,3165909,Senador Modestino Gonçalves,143,4.2807,9.5,29.0,10.0,60.0,20.0,10.0,0.0
