ANO,CO_MUNICIPIO,NO_MUNICIPIO,QTD_ALUNOS_INSE,MEDIA_INSE,TDI_ANOS_FINAIS,MEDIA_ALUNOS_TURMA_ANOS_FINAIS,PERC_ESCOLAS_BAIXA_REGULARIDADE_DOCENTE,PERC_ESCOLAS_MEDIA_BAIXA_REGULARIDADE_DOCENTE,PERC_ESCOLAS_MEDIA_ALTA_REGULARIDADE_DOCENTE,PERC_ESCOLAS_ALTA_REGULARIDADE_DOCENTE,TAXA_ABANDONO_ANOS_FINAIS
2023,3112406,Capetinga,183,5.1835,27.0,26.8,50.0,0.0,50.0,0.0,3.5
2023,3121407,Desterro de Entre Rios,214,5.2481,8.2,22.8,12.5,62.5,25.0,0.0,0.0
2023,3112307,Capelinha,1341,4.771,2.1,27.7,12.5,45.8,33.3,8.4,0.2
2023,3112208,Capela Nova,104,4.899,7.5,26.6,0.0,40.0,50.0,10.0,0.5
2023,3112109,Caparaó,158,4.8592,11.0,26.4,33.3,33.3,22.2,11.2,1.9
2023,3112059,Cantagalo,132,4.7228,6.5,30.9,0.0,60.0,40.0,0.0,2.0
2023,3112000,Candeias,304,5.1152,11.8,26.8,0.0,57.1,42.9,0.0,0.0
2023,3111903,Cana Verde,147,5.1928,11.8,28.3,25.0,0.0,75.0,0.0,3.5
2023,3111804,Canápolis,280,5.1253,18.1,29.0,0.0,66.7,33.3,0.0,0.6
2023,3111705,Canaã,150,4.7745,9.6,20.9,0.0,50.0,50.0,0.0,0.4
2023,3111606,Campos Gerais,673,4.929,11.2,25.8,7.1,35.7,50.0,7.2,2.4
2023,3111507,Campos Altos,372,5.2774,19.4,23.5,0.0,30.0,60.0,10.0,2.6
2023,3111408,Campo Florido,273,5.0965,26.1,26.8,0.0,33.3,50.0,16.7,1.5
2023,3122355,Divisa Alegre,231,4.7222,12.0,26.9,0.0,33.3,66.7,0.0,0.4
2023,3111309,Campo do Meio,332,5.0843,9.4,26.1,0.0,14.3,71.4,14.3,5.9
2023,3122405,Divisa Nova,167,4.9807,6.5,27.8,0.0,0.0,50.0,50.0,2.3
2023,3111200,Campo Belo,1269,5.2693,4.8,30.9,0.0,30.0,70.0,0.0,0.6
2023,3111150,Campo Azul,122,4.3909,9.3,18.9,0.0,25.0,62.5,12.5,0.9
2023,3122603,Dom Joaquim,137,4.7726,10.2,22.0,22.2,11.1,66.7,0.0,1.5
2023,3111101,Campina Verde,378,5.1121,8.2,24.1,0.0,23.1,69.2,7.7,0.4
2023,3122801,Dom Viçoso,86,5.1633,5.0,23.0,0.0,0.0,100.0,0.0,1.8
2023,3111002,Campestre,450,5.2723,18.6,22.0,0.0,36.4,54.5,9.1,0.7
2023,3110905,Campanha,381,4.9946,12.0,27.3,10.0,20.0,60.0,10.0,2.3
2023,3110806,Campanário,115,4.7785,23.8,25.8,0.0,50.0,50.0,0.0,4.4
2023,3110707,Cambuquira,312,5.0383,10.2,29.0,0.0,0.0,87.5,12.5,0.0
2023,3123304,Dores do Turvo,154,4.8372,6.1,30.6,25.0,50.0,25.0,0.0,1.2
2023,3110608,Cambuí,735,5.3493,4.3,29.6,0.0,43.8,56.2,0.0,1.1
2023,3110509,Camanducaia,563,5.143,14.6,26.9,13.3,46.7,40.0,0.0,6.4
2023,3110400,Camacho,83,5.1044,4.1,24.5,0.0,0.0,100.0,0.0,0.0
2023,3123700,Engenheiro Caldas,259,4.9797,10.5,25.8,0.0,0.0,100.0,0.0,3.0
2023,3110301,Caldas,326,5.2905,11.4,23.5,0.0,69.2,30.8,0.0,0.3
2023,3110202,Cajuri,96,5.0348,23.8,18.1,0.0,0.0,100.0,0.0,0.0
2023,3110103,Caiana,101,4.9823,15.2,25.7,8.3,25.0,58.3,8.4,0.9
2023,3110004,Caeté,1070,5.3405,12.5,28.3,0.0,20.0,40.0,40.0,0.3
2023,3124104,Esmeraldas,2192,5.1096,18.9,26.7,10.8,62.2,27.0,0.0,1.6
2023,3109907,Caetanópolis,296,5.1557,7.3,25.4,20.0,20.0,40.0,20.0,1.3
2023,3109808,Cachoeira Dourada,82,5.2287,11.8,17.0,0.0,0.0,100.0,0.0,0.0
2023,3109709,Cachoeira de Minas,333,5.3011,9.1,24.7,0.0,75.0,25.0,0.0,1.2
2023,3109600,Cachoeira da Prata,113,5.3258,11.4,21.9,0.0,0.0,100.0,0.0,0.0
2023,3109501,Cabo Verde,280,5.1142,7.4,28.5,10.0,40.0,50.0,0.0,0.8
2023,3124609,Estrela Dalva,78,4.8769,15.9,26.4,0.0,100.0,0.0,0.0,4.0
2023,3109451,Cabeceira Grande,240,4.9205,17.8,21.6,0.0,42.9,42.9,14.2,1.2
2023,3109402,Buritizeiro,715,4.7006,14.6,29.7,11.5,53.8,23.1,11.6,3.2
2023,3109303,Buritis,782,4.7933,8.1,18.2,8.3,20.8,70.9,0.0,2.1
2023,3109253,Bugre,106,5.0302,1.6,23.9,0.0,25.0,75.0,0.0,0.5
2023,3125408,Felício dos Santos,174,4.5504,12.2,29.9,0.0,75.0,25.0,0.0,2.4
2023,3109204,Buenópolis,286,4.6799,9.8,23.7,12.5,0.0,62.5,25.0,1.6
2023,3109105,Bueno Brandão,269,5.1756,9.7,33.3,0.0,0.0,75.0,25.0,2.3
2023,3109006,Brumadinho,903,5.4509,22.8,27.2,0.0,13.0,73.9,13.1,0.1
2023,3108909,Brazópolis,413,5.1065,10.6,25.9,0.0,27.3,63.6,9.1,2.7
2023,3108800,Braúnas,100,4.7627,19.8,13.8,0.0,0.0,50.0,50.0,0.9
2023,3108701,Brás Pires,131,4.7458,13.9,18.6,0.0,33.3,50.0,16.7,0.5
2023,3108602,Brasília de Minas,1033,4.5976,4.6,24.0,11.1,55.6,22.2,11.1,1.3
2023,3108552,Brasilândia de Minas,588,4.8983,13.9,28.1,12.5,25.0,50.0,12.5,2.5
2023,3126406,Fortuna de Minas,111,4.9963,9.0,20.8,0.0,25.0,75.0,0.0,0.0
2023,3108503,Botumirim,224,4.2872,5.2,20.2,27.3,27.3,45.4,0.0,0.7
2023,3108404,Botelhos,413,5.1969,9.6,24.8,18.2,18.2,27.3,36.3,1.2
2023,3108305,Borda da Mata,365,5.2399,13.5,24.9,0.0,44.4,55.6,0.0,1.8
2023,3108255,Bonito de Minas,270,4.2526,13.1,17.9,0.0,27.8,44.4,27.8,1.6
2023,3108206,Bonfinópolis de Minas,161,5.0304,4.5,20.4,0.0,16.7,83.3,0.0,0.3
2023,3108107,Bonfim,169,5.0605,25.7,30.5,0.0,20.0,80.0,0.0,2.1
2023,3108008,Bom Sucesso,434,4.872,6.7,25.7,9.1,27.3,63.6,0.0,0.2
2023,3107901,Bom Repouso,375,5.2067,15.9,33.2,16.7,0.0,66.7,16.6,4.6
2023,3127057,Fronteira dos Vales,143,4.6055,9.3,22.4,33.3,33.3,33.4,0.0,1.9
2023,3127073,Fruta de Leite,172,4.1082,3.6,33.3,0.0,0.0,50.0,50.0,0.9
2023,3107802,Bom Jesus do Galho,407,4.8865,10.0,20.1,0.0,30.0,60.0,10.0,1.4
2023,3107703,Bom Jesus do Amparo,169,4.9473,11.7,36.3,16.7,16.7,50.0,16.6,2.8
2023,3107604,Bom Jesus da Penha,149,4.9537,4.5,27.8,0.0,0.0,100.0,0.0,0.0
2023,3107505,Bom Jardim de Minas,192,5.053,17.6,22.7,0.0,16.7,16.7,66.6,2.2
2023,3127206,Funilândia,146,4.8964,10.7,23.1,0.0,80.0,20.0,0.0,0.3
2023,3107406,Bom Despacho,1137,5.3019,7.6,26.8,0.0,36.0,60.0,4.0,1.8
2023,3107307,Bocaiúva,1382,4.7449,6.4,23.6,11.8,38.2,50.0,0.0,1.4
2023,3127388,Goianá,113,5.1733,17.1,21.8,0.0,50.0,0.0,50.0,0.9
2023,3127503,Gonzaga,155,4.9521,4.0,25.0,28.6,42.9,28.5,0.0,1.0
2023,3107208,Bocaina de Minas,99,5.1052,19.8,20.3,0.0,40.0,20.0,40.0,1.8
2023,3107109,Boa Esperança,1069,5.1625,10.3,29.5,4.8,38.1,52.4,4.7,1.4
2023,3127602,Gouveia,364,4.8459,7.4,25.8,0.0,25.0,62.5,12.5,1.1
2023,3107000,Biquinhas,53,5.1807,18.6,17.0,25.0,25.0,25.0,25.0,3.8
2023,3106903,Bicas,266,5.1019,28.2,27.9,0.0,25.0,62.5,12.5,3.4
2023,3106804,Bias Fortes,80,4.8735,9.0,28.8,25.0,50.0,25.0,0.0,0.0
2023,3106705,Betim,12039,5.2641,12.8,28.4,0.0,40.0,54.4,5.6,0.8
2023,3128204,Guaraciaba,213,4.7936,12.3,20.9,12.5,37.5,37.5,12.5,1.7
2023,3106655,Berizal,182,4.382,6.7,26.3,14.3,57.1,28.6,0.0,2.9
2023,3106606,Bertópolis,147,4.6667,41.7,24.4,0.0,71.4,28.6,0.0,0.4
2023,3106507,Berilo,254,4.7571,1.8,29.5,26.1,39.1,30.4,4.4,0.0
2023,3106408,Belo Vale,227,5.0244,13.3,35.6,0.0,11.1,66.7,22.2,1.5
2023,3106309,Belo Oriente,770,5.1191,10.1,27.5,0.0,28.6,71.4,0.0,0.4
2023,3129004,Guiricema,201,4.9011,7.6,27.3,0.0,33.3,66.7,0.0,0.0
2023,3129400,Ibertioga,141,4.9193,18.8,29.6,0.0,33.3,66.7,0.0,0.0
2023,3106200,Belo Horizonte,44629,5.2722,13.2,28.7,2.7,24.5,53.2,19.6,1.3
2023,3129657,Ibiracatu,168,4.3435,1.7,17.2,0.0,54.5,36.4,9.1,0.6
2023,3131208,Ipanema,579,5.0099,3.7,27.2,0.0,20.0,70.0,10.0,0.0
2023,3106101,Belmiro Braga,109,4.9776,30.3,18.0,20.0,20.0,60.0,0.0,0.9
2023,3106002,Bela Vista de Minas,278,5.0337,5.6,27.3,0.0,16.7,33.3,50.0,1.1
2023,3105905,Barroso,507,5.2336,15.1,30.6,14.3,28.6,57.1,0.0,2.5
2023,3105707,Barra Longa,100,4.9698,22.8,22.4,23.1,23.1,38.5,15.3,3.4
2023,3105608,Barbacena,3008,5.3435,16.6,25.9,0.0,40.9,56.8,2.3,0.7
2023,3105509,Barão de Monte Alto,157,4.8174,12.1,18.9,7.7,23.1,53.8,15.4,0.0
2023,3132206,Itaguara,371,5.2501,3.7,28.0,0.0,71.4,28.6,0.0,1.1
2023,3105400,Barão de Cocais,797,5.3189,17.4,25.2,11.8,35.3,52.9,0.0,1.1
2023,3105301,Bandeira do Sul,179,5.2828,10.8,24.0,0.0,66.7,33.3,0.0,1.4
2023,3105202,Bandeira,113,4.4632,14.7,19.8,0.0,33.3,66.7,0.0,0.9
2023,3105103,Bambuí,506,5.2069,5.3,23.2,0.0,61.5,38.5,0.0,0.6
2023,3132404,Itajubá,1750,5.2486,14.5,28.9,2.2,21.7,67.4,8.7,2.0
2023,3105004,Baldim,242,4.8676,7.3,25.7,11.1,66.7,22.2,0.0,1.6
2023,3132602,Itamarati de Minas,86,4.9673,18.5,20.5,0.0,33.3,33.3,33.4,1.5
2023,3104908,Baependi,300,4.9675,10.9,19.9,21.4,50.0,28.6,0.0,0.5
2023,3104809,Augusto de Lima,166,4.8247,14.5,22.9,0.0,0.0,33.3,66.7,1.1
2023,3104700,Ataléia,325,4.4948,17.0,19.3,5.3,15.8,57.9,21.0,1.2
2023,3104601,Astolfo Dutra,340,4.9989,11.8,29.6,0.0,66.7,33.3,0.0,2.0
2023,3104502,Arinos,573,4.7633,7.2,16.9,14.3,52.4,33.3,0.0,0.3
2023,3104452,Aricanduva,185,4.4004,3.4,26.6,16.7,50.0,33.3,0.0,0.7
2023,3104403,Argirita,68,4.7974,21.0,14.9,0.0,0.0,100.0,0.0,0.0
2023,3133501,Itapecerica,527,5.0084,4.0,20.9,7.7,38.5,38.5,15.3,0.7
2023,3104304,Areado,396,5.2117,9.8,30.9,28.6,0.0,71.4,0.0,1.3
2023,3104205,Arcos,1093,5.3432,4.9,27.7,5.3,26.3,68.4,0.0,0.2
2023,3104106,Arceburgo,213,5.1716,15.5,26.3,0.0,25.0,75.0,0.0,2.4
2023,3104007,Araxá,2749,5.4262,15.4,28.1,16.0,28.0,52.0,4.0,1.4
2023,3133907,Itaverava,154,4.8303,11.9,20.3,0.0,25.0,62.5,12.5,2.9
2023,3134004,Itinga,353,4.4192,6.9,17.9,16.7,44.4,33.3,5.6,1.5
2023,3103900,Araújos,296,5.2362,4.1,27.5,0.0,0.0,100.0,0.0,0.8
2023,3103801,Arapuá,94,5.1657,5.2,27.0,25.0,25.0,50.0,0.0,0.0
2023,3103751,Araporã,220,5.1349,23.4,26.4,0.0,50.0,50.0,0.0,0.3
2023,3103702,Araponga,189,4.648,14.5,24.9,33.3,33.3,11.1,22.3,1.1
2023,3103603,Arantina,88,5.05,15.0,20.0,0.0,25.0,50.0,25.0,0.0
2023,3103504,Araguari,2763,5.2305,10.2,26.4,2.0,46.9,49.0,2.1,0.7
2023,3134707,Jacinto,301,4.459,14.5,26.1,21.4,35.7,28.6,14.3,5.9
2023,3103405,Araçuaí,1093,4.6319,8.5,23.7,17.6,35.3,38.2,8.9,2.7
2023,3103306,Aracitaba,42,4.7439,25.6,20.5,0.0,0.0,50.0,50.0,5.0
2023,3103207,Araçaí,82,4.6207,5.3,18.8,0.0,25.0,75.0,0.0,0.0
2023,3103108,Antônio Prado de Minas,39,5.2284,11.1,18.0,0.0,0.0,66.7,33.3,0.0
2023,3103009,Antônio Dias,248,4.9373,10.4,27.0,0.0,27.8,38.9,33.3,1.8
2023,3102902,Antônio Carlos,239,5.1602,5.1,22.1,42.9,50.0,7.1,0.0,0.3
2023,3102852,Angelândia,290,4.3909,5.0,29.7,25.0,25.0,50.0,0.0,2.0
2023,3102803,Andrelândia,261,5.0915,17.4,27.8,0.0,0.0,80.0,20.0,3.2
2023,3102704,Cachoeira de Pajeú,254,4.4671,7.4,21.6,9.1,36.4,54.5,0.0,3.5
2023,3102605,Andradas,894,5.292,6.3,27.6,10.5,63.2,26.3,0.0,1.6
2023,3102506,Amparo do Serra,124,4.5617,21.8,15.2,0.0,0.0,100.0,0.0,2.1
2023,3102407,Alvorada de Minas,185,4.5493,13.0,15.4,0.0,60.0,40.0,0.0,2.7
2023,3135407,Jeceaba,156,5.0822,8.2,18.3,0.0,40.0,60.0,0.0,0.0
2023,3102308,Alvinópolis,348,4.8369,7.0,31.1,12.5,25.0,50.0,12.5,2.3
2023,3102209,Alvarenga,125,4.6553,14.2,30.7,14.3,28.6,57.1,0.0,4.2
2023,3135506,Jequeri,340,4.5261,9.0,21.4,16.7,50.0,33.3,0.0,2.2
2023,3102100,Alto Rio Doce,293,4.7375,18.9,24.1,0.0,11.1,88.9,0.0,2.6
2023,3102050,Alto Caparaó,198,5.0506,19.8,28.7,0.0,25.0,75.0,0.0,0.9
2023,3102001,Alterosa,388,5.1844,4.9,28.8,0.0,25.0,25.0,50.0,0.5
2023,3101904,Alpinópolis,429,5.2416,4.9,31.2,0.0,50.0,50.0,0.0,0.7
2023,3101805,Alpercata,200,5.0767,15.5,23.8,0.0,20.0,40.0,40.0,1.6
2023,3101706,Almenara,1107,4.6267,21.5,24.8,2.9,11.8,47.1,38.2,2.4
2023,3101631,Alfredo Vasconcelos,213,5.3643,12.0,27.8,28.6,42.9,28.5,0.0,0.0
2023,3101607,Alfenas,1482,5.2741,11.9,26.0,0.0,37.1,62.9,0.0,2.4
2023,3136504,Jordânia,228,4.5293,9.6,22.8,27.3,45.5,18.2,9.0,3.7
2023,3101508,Além Paraíba,628,4.9051,17.6,24.8,0.0,47.4,52.6,0.0,0.9
2023,3101409,Albertina,98,5.1901,5.2,21.8,0.0,25.0,75.0,0.0,0.6
2023,3101300,Alagoa,84,5.0964,22.1,22.0,0.0,33.3,33.3,33.4,0.0
2023,3101201,Aiuruoca,139,5.0126,18.6,21.5,0.0,25.0,75.0,0.0,0.0
2023,3101102,Aimorés,577,5.0595,10.4,19.9,12.5,41.7,37.5,8.3,1.0
2023,3101003,Águas Vermelhas,422,4.6912,7.8,27.6,42.9,35.7,21.4,0.0,1.9
2023,3100906,Águas Formosas,518,4.5985,10.5,26.0,26.3,36.8,31.6,5.3,3.1
2023,3100807,Aguanil,143,5.1809,6.2,30.1,0.0,50.0,50.0,0.0,0.9
2023,3100708,Água Comprida,57,5.4157,16.8,23.8,0.0,0.0,100.0,0.0,0.0
2023,3100609,Água Boa,406,4.4612,9.1,25.2,5.3,31.6,47.4,15.7,0.5
2023,3100500,Açucena,187,4.7684,11.3,14.6,0.0,35.7,57.1,7.2,1.7
2023,3136801,Juramento,116,4.6254,7.5,22.1,0.0,0.0,100.0,0.0,0.5
2023,3100401,Acaiaca,156,4.9935,11.0,19.8,0.0,20.0,40.0,40.0,0.0
2023,3100302,Abre Campo,351,4.9838,15.9,23.1,0.0,14.3,57.1,28.6,1.1
2023,3100203,Abaeté,570,5.1749,14.2,25.2,6.7,13.3,66.7,13.3,0.7
2023,3100104,Abadia dos Dourados,162,5.072,11.4,33.1,0.0,14.3,28.6,57.1,2.2
2023,3159902,Santo Antônio do Amparo,456,4.9186,10.5,25.6,25.0,33.3,41.7,0.0,0.3
2023,3164100,São Pedro do Suaçuí,180,4.5002,12.5,21.3,14.3,57.1,28.6,0.0,0.8
2023,3154309,Resplendor,381,4.9939,18.4,17.6,7.7,15.4,76.9,0.0,1.3
2023,3156601,Rubim,224,4.4299,18.0,23.9,0.0,25.0,62.5,12.5,0.0
2023,3159100,Santana dos Montes,107,5.054,8.8,13.3,0.0,16.7,66.7,16.6,0.0
2023,3166709,Serra dos Aimorés,215,4.7783,16.2,27.2,0.0,75.0,25.0,0.0,0.8
2023,3143708,Morro do Pilar,93,4.6684,4.5,22.1,0.0,50.0,50.0,0.0,0.5
2023,3143104,Monte Carmelo,1208,5.2605,5.7,29.1,0.0,21.4,57.1,21.5,0.3
2023,3139300,Manga,585,4.4622,10.2,19.8,8.0,28.0,52.0,12.0,1.7
2023,3149606,Pequi,122,5.1257,15.5,27.4,0.0,0.0,100.0,0.0,2.9
2023,3168101,Tapira,141,5.3211,25.1,19.2,0.0,80.0,20.0,0.0,0.7
2023,3145851,Oratórios,122,4.855,25.5,22.9,25.0,25.0,50.0,0.0,0.7
2023,3157500,Santa Efigênia de Minas,113,4.895,9.1,27.4,0.0,20.0,80.0,0.0,5.1
2023,3137403,Lagoa Dourada,416,5.0711,14.6,22.9,9.1,27.3,54.5,9.1,1.7
2023,3165305,São Vicente de Minas,178,5.2016,17.2,28.2,0.0,0.0,100.0,0.0,2.2
2023,3143401,Monte Sião,543,5.3953,15.1,21.3,18.2,54.5,27.3,0.0,2.2
2023,3163508,São José do Jacuri,183,4.5455,10.6,21.9,20.0,60.0,20.0,0.0,0.0
2023,3166808,Serra do Salitre,445,5.0433,9.1,24.4,27.3,45.5,27.2,0.0,0.6
2023,3148509,Pavão,200,4.4785,16.1,27.6,16.7,33.3,50.0,0.0,3.6
2023,3151602,Planura,271,4.9266,24.0,30.9,0.0,25.0,25.0,50.0,4.2
2023,3140852,Matias Cardoso,281,4.4512,15.5,24.0,13.3,26.7,46.7,13.3,3.3
2023,3165503,Sardoá,162,4.6865,14.5,20.3,0.0,33.3,66.7,0.0,0.3
2023,3140902,Matipó,627,4.6681,9.6,24.6,7.1,57.1,35.8,0.0,2.6
2023,3160405,Santo Antônio do Monte,730,5.3808,4.8,27.3,12.5,50.0,37.5,0.0,1.5
2023,3154101,Recreio,229,4.716,12.9,17.9,12.5,37.5,50.0,0.0,0.0
2023,3155603,Rio Pardo de Minas,810,4.6021,4.6,21.4,13.0,56.5,30.5,0.0,0.6
2023,3146107,Ouro Preto,1756,5.2249,15.7,21.0,0.0,33.9,60.7,5.4,0.8
2023,3171501,Mathias Lobato,102,4.6,11.4,24.3,0.0,100.0,0.0,0.0,0.0
2023,3156700,Sabará,3048,5.1573,15.0,25.4,4.3,26.1,58.7,10.9,1.2
2023,3170479,Uruana de Minas,118,4.8888,5.5,15.4,20.0,0.0,80.0,0.0,0.5
2023,3152907,Pratápolis,220,5.1789,9.4,31.9,0.0,0.0,40.0,60.0,3.4
2023,3171204,Vespasiano,3721,5.1713,12.3,29.0,4.1,63.3,32.6,0.0,0.9
2023,3159407,Santa Rita de Ibitipoca,76,5.0725,18.0,15.3,16.7,66.7,16.6,0.0,1.1
2023,3152600,Pouso Alto,155,5.1119,18.9,30.1,0.0,40.0,60.0,0.0,3.0
2023,3151909,Pocrane,196,4.8814,8.5,21.9,0.0,27.3,45.5,27.2,0.7
2023,3140159,Mário Campos,437,5.2587,14.9,33.2,12.5,75.0,12.5,0.0,2.8
2023,3150901,Piranguçu,165,5.3236,23.2,28.5,0.0,0.0,66.7,33.3,0.8
2023,3143302,Montes Claros,9938,4.9911,9.1,27.2,8.8,49.4,40.6,1.2,0.8
2023,3162955,São José da Lapa,877,5.3535,14.8,29.0,20.0,26.7,53.3,0.0,0.6
2023,3166006,Senhora de Oliveira,178,4.914,16.4,27.7,0.0,25.0,75.0,0.0,1.6
2023,3161304,São Francisco de Sales,180,5.0694,12.4,23.1,0.0,25.0,50.0,25.0,0.3
2023,3164209,São Romão,227,4.5787,12.9,27.7,0.0,50.0,37.5,12.5,0.6
2023,3164407,São Sebastião da Bela Vista,241,5.276,9.4,30.2,0.0,33.3,66.7,0.0,0.0
2023,3140308,Marliéria,149,5.163,11.9,21.1,20.0,20.0,60.0,0.0,2.8
2023,3161601,São Geraldo da Piedade,139,4.8176,5.5,21.7,0.0,50.0,50.0,0.0,0.4
2023,3163201,São José do Alegre,125,5.191,8.5,21.4,0.0,33.3,66.7,0.0,0.4
2023,3167400,Silvianópolis,144,5.0623,15.9,32.3,0.0,66.7,33.3,0.0,0.8
2023,3138906,Machacalis,213,4.7053,7.6,23.7,14.3,42.9,42.8,0.0,4.0
2023,3167905,Tabuleiro,105,4.8794,24.9,23.6,0.0,0.0,100.0,0.0,5.2
2023,3168507,Teixeiras,288,4.9708,18.8,25.0,9.1,36.4,54.5,0.0,0.5
2023,3150802,Piranga,433,4.7011,5.8,22.1,6.7,40.0,40.0,13.3,1.0
2023,3138682,Luislândia,229,4.2933,5.5,23.2,30.0,60.0,10.0,0.0,0.7
2023,3150208,Piedade de Ponte Nova,121,4.6835,14.9,19.5,0.0,0.0,100.0,0.0,2.1
2023,3147709,Passa Tempo,212,5.303,10.6,25.6,0.0,25.0,75.0,0.0,2.2
2023,3157377,Santa Cruz de Salinas,128,4.1747,4.5,18.9,0.0,22.2,55.6,22.2,0.0
2023,3170909,Varzelândia,685,4.4178,8.3,17.7,19.4,54.8,25.8,0.0,1.2
2023,3157104,Salto da Divisa,192,4.6022,16.2,30.9,0.0,0.0,100.0,0.0,2.6
2023,3142502,Monjolos,72,4.4044,11.7,15.0,0.0,40.0,60.0,0.0,0.0
2023,3146305,Padre Paraíso,535,4.5481,20.0,26.2,20.8,50.0,29.2,0.0,4.8
2023,3137007,Ladainha,393,4.433,22.1,23.1,18.2,40.9,36.4,4.5,4.5
2023,3141702,Mesquita,141,5.0101,7.7,14.6,28.6,0.0,71.4,0.0,0.0
2023,3145901,Ouro Branco,953,5.4459,24.3,23.7,4.2,62.5,25.0,8.3,2.0
2023,3145356,Novo Oriente de Minas,264,4.3519,20.2,20.4,33.3,40.0,20.0,6.7,1.2
2023,3155900,Rio Preto,94,4.8591,42.2,17.3,0.0,40.0,60.0,0.0,0.0
2023,3171907,Virgolândia,143,4.5778,5.7,18.6,0.0,0.0,100.0,0.0,0.0
2023,3171402,Vieiras,140,4.8588,18.6,18.8,0.0,60.0,40.0,0.0,0.0
2023,3154457,Riachinho,198,4.6663,6.2,20.4,37.5,25.0,37.5,0.0,0.7
2023,3158300,Santana da Vargem,183,5.1232,7.0,27.5,0.0,66.7,33.3,0.0,0.9
2023,3153202,Presidente Juscelino,99,4.6499,8.6,15.8,0.0,20.0,60.0,20.0,1.7
2023,3153707,Quartel Geral,99,4.7991,9.7,23.6,0.0,33.3,66.7,0.0,2.4
2023,3158508,Santana de Pirapama,168,4.5281,7.9,25.3,0.0,0.0,62.5,37.5,0.6
2023,3158904,Santana do Manhuaçu,226,4.7247,12.7,20.1,21.4,21.4,42.9,14.3,4.0
2023,3137205,Lagoa da Prata,1302,5.2009,4.6,31.7,5.3,63.2,31.5,0.0,1.3
2023,3158706,Santana do Garambéu,69,4.7657,7.3,15.6,0.0,33.3,66.7,0.0,0.9
2023,3147303,Paraisópolis,450,5.2132,14.0,26.1,0.0,42.9,57.1,0.0,1.1
2023,3147600,Passa Quatro,368,5.1207,12.3,28.3,0.0,18.2,54.5,27.3,1.7
2023,3157807,Santa Luzia,5911,5.1626,14.1,29.4,5.6,51.9,42.5,0.0,1.7
2023,3170305,Umburatiba,78,4.6138,18.6,22.1,0.0,33.3,66.7,0.0,2.3
2023,3152808,Prata,859,5.1068,10.7,25.9,0.0,23.1,69.2,7.7,1.9
2023,3147956,Patis,158,4.3119,5.6,18.0,28.6,14.3,57.1,0.0,0.7
2023,3170008,Ubaí,360,4.2908,9.1,24.4,0.0,44.4,50.0,5.6,3.8
2023,3157203,Santa Bárbara,907,5.2192,9.1,25.0,5.3,21.1,52.6,21.0,1.2
2023,3161700,São Gonçalo do Abaeté,203,4.9764,6.0,24.4,0.0,25.0,50.0,25.0,0.0
2023,3150505,Pimenta,212,5.0984,9.9,26.4,0.0,25.0,75.0,0.0,2.0
2023,3169604,Tupaciguara,653,5.1302,13.1,22.8,7.1,35.7,50.0,7.2,1.0
2023,3144607,Nepomuceno,569,4.9687,11.1,21.3,0.0,46.7,53.3,0.0,2.4
2023,3148905,Pedra do Indaiá,109,5.1534,5.9,16.8,33.3,50.0,16.7,0.0,1.0
2023,3138807,Luz,402,5.0021,4.0,23.8,0.0,0.0,100.0,0.0,0.2
2023,3162658,São João do Pacuí,103,4.4059,2.0,23.5,0.0,37.5,25.0,37.5,0.8
2023,3161650,São Geraldo do Baixio,89,5.0795,8.7,23.0,40.0,60.0,0.0,0.0,2.7
2023,3149150,Pedras de Maria da Cruz,320,4.4068,6.5,24.3,16.7,41.7,41.6,0.0,3.0
2023,3161106,São Francisco,1808,4.5234,12.8,21.8,10.8,48.6,35.1,5.5,0.8
2023,3164605,São Sebastião do Oeste,258,4.8169,17.4,19.3,20.0,0.0,40.0,40.0,0.0
2023,3144201,Nacip Raydan,79,4.7666,6.6,30.5,0.0,0.0,50.0,50.0,0.0
2023,3162302,São João da Mata,103,5.2624,6.7,23.3,33.3,0.0,66.7,0.0,1.2
2023,3167608,Simonésia,477,4.8038,11.4,20.1,3.7,33.3,59.3,3.7,3.4
2023,3162708,São João do Paraíso,672,4.7881,5.4,28.6,0.0,38.9,61.1,0.0,0.4
2023,3138005,Laranjal,138,5.1867,11.2,28.6,0.0,33.3,33.3,33.4,0.7
2023,3168051,Taparuba,116,4.9619,4.5,16.6,0.0,66.7,33.3,0.0,0.0
2023,3151800,Poços de Caldas,3078,5.4658,21.2,24.3,0.0,9.2,75.0,15.8,1.5
2023,3144409,Natércia,110,5.1753,8.9,28.9,0.0,25.0,75.0,0.0,2.0
2023,3145455,Olhos-d'Água,186,4.6049,6.9,25.6,0.0,33.3,66.7,0.0,0.0
2023,3166501,Serra Azul de Minas,133,4.1885,11.2,27.8,18.2,36.4,36.4,9.0,1.8
2023,3169356,Três Marias,855,5.0238,5.8,25.8,8.7,52.2,34.8,4.3,0.8
2023,3169406,Três Pontas,1419,5.1464,6.1,30.5,0.0,8.0,72.0,20.0,2.1
2023,3152204,Porteirinha,1136,4.5951,4.2,24.1,12.1,48.5,36.4,3.0,0.6
2023,3169703,Turmalina,560,4.8338,9.5,25.0,25.0,40.0,35.0,0.0,0.5
2023,3165404,Sapucaí-Mirim,188,5.2546,4.3,22.0,28.6,57.1,14.3,0.0,0.0
